,Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
21404,787,male,group A,some high school,standard,none,divorced,sometimes,no,5.0,private,> 10,61,59,56
21405,788,female,group D,some high school,standard,none,married,never,yes,1.0,private,5 - 10,75,82,85
21408,791,male,group D,some college,standard,completed,married,regularly,no,2.0,school_bus,< 5,49,33,39
21409,792,female,group C,some college,standard,none,married,sometimes,no,5.0,private,> 10,70,73,78
21414,797,female,group E,associate's degree,free/reduced,none,married,regularly,yes,5.0,school_bus,< 5,83,82,89
21417,800,male,group E,some college,standard,none,married,regularly,no,2.0,school_bus,5 - 10,52,43,47
21419,802,male,group D,bachelor's degree,standard,none,married,never,yes,1.0,private,5 - 10,68,60,62
21420,803,male,group E,high school,standard,none,divorced,sometimes,yes,1.0,school_bus,< 5,58,57,49
21421,804,female,group D,some high school,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,58,56,54
21422,805,female,group D,associate's degree,standard,completed,married,regularly,yes,0.0,school_bus,< 5,47,49,56
21424,807,female,group D,bachelor's degree,free/reduced,completed,single,sometimes,yes,0.0,school_bus,5 - 10,43,59,61
21425,808,male,group B,some college,free/reduced,none,single,sometimes,yes,4.0,private,< 5,55,58,56
21426,809,male,group C,high school,standard,completed,divorced,sometimes,yes,1.0,private,< 5,90,87,84
21428,811,male,group C,bachelor's degree,standard,none,widowed,sometimes,no,3.0,school_bus,5 - 10,99,82,85
21429,812,female,group C,associate's degree,free/reduced,completed,married,sometimes,yes,5.0,school_bus,5 - 10,79,92,100
21430,814,male,group B,high school,standard,completed,married,never,no,2.0,school_bus,5 - 10,46,50,47
21431,815,female,group B,associate's degree,free/reduced,none,widowed,sometimes,yes,2.0,school_bus,5 - 10,44,54,54
21432,816,male,group D,some college,standard,completed,married,sometimes,yes,1.0,school_bus,5 - 10,91,93,98
21433,817,male,group A,bachelor's degree,standard,none,single,regularly,yes,3.0,private,< 5,52,49,46
21434,818,male,group D,master's degree,standard,none,single,regularly,no,2.0,private,5 - 10,100,100,100
21435,819,male,group D,associate's degree,free/reduced,none,married,regularly,yes,1.0,school_bus,5 - 10,69,69,67
21436,820,male,group E,some college,free/reduced,none,single,sometimes,yes,2.0,private,< 5,70,70,62
21437,821,male,group E,some college,free/reduced,none,divorced,sometimes,yes,2.0,school_bus,< 5,67,67,62
21438,822,male,group C,associate's degree,standard,none,married,regularly,yes,0.0,private,< 5,69,69,69
21439,823,female,group B,some high school,standard,completed,single,sometimes,yes,1.0,private,5 - 10,47,59,62
21441,825,male,group B,high school,free/reduced,none,single,regularly,yes,3.0,school_bus,5 - 10,54,42,42
21442,826,male,group D,some high school,standard,completed,married,sometimes,yes,3.0,private,> 10,89,79,87
21443,827,female,group D,high school,standard,completed,married,sometimes,no,1.0,school_bus,5 - 10,70,77,78
21444,828,male,group C,high school,standard,none,married,sometimes,no,3.0,private,5 - 10,52,60,56
21445,829,female,group C,associate's degree,standard,none,married,sometimes,yes,0.0,private,5 - 10,69,73,74
21446,830,female,group C,associate's degree,free/reduced,none,married,regularly,no,2.0,school_bus,< 5,57,68,64
21447,831,female,group C,bachelor's degree,free/reduced,none,divorced,regularly,no,1.0,school_bus,< 5,36,49,51
21450,834,female,group C,high school,standard,none,single,never,yes,4.0,private,> 10,90,86,88
21451,835,female,group D,some college,standard,completed,married,never,no,1.0,school_bus,< 5,90,97,95
21452,836,female,group B,some high school,standard,none,married,regularly,yes,2.0,school_bus,> 10,31,49,44
21454,838,female,group C,bachelor's degree,standard,none,single,regularly,yes,4.0,private,5 - 10,61,62,64
21456,840,female,group C,high school,free/reduced,none,married,regularly,yes,3.0,school_bus,5 - 10,38,48,54
21457,841,female,group C,associate's degree,standard,none,married,regularly,no,1.0,school_bus,5 - 10,74,80,87
21458,843,male,group D,master's degree,standard,completed,single,regularly,yes,1.0,private,> 10,100,97,100
21459,844,female,group E,high school,free/reduced,none,single,sometimes,no,2.0,school_bus,5 - 10,54,65,58
21460,845,male,group E,master's degree,free/reduced,none,married,sometimes,no,2.0,school_bus,5 - 10,70,53,53
21461,846,female,group D,high school,standard,none,divorced,sometimes,no,1.0,private,5 - 10,74,75,70
21462,848,male,group B,some high school,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,25,28,20
21463,849,male,group E,some high school,standard,none,married,regularly,yes,0.0,school_bus,5 - 10,96,89,85
21465,851,male,group D,associate's degree,standard,none,single,sometimes,yes,2.0,school_bus,5 - 10,100,91,89
21468,854,female,group D,associate's degree,free/reduced,completed,divorced,sometimes,yes,2.0,private,5 - 10,73,86,89
21472,859,male,group D,high school,standard,none,single,never,yes,1.0,school_bus,5 - 10,64,54,49
21473,860,female,group D,bachelor's degree,standard,completed,married,sometimes,no,3.0,school_bus,5 - 10,79,86,90
21476,863,male,group B,some high school,free/reduced,none,married,sometimes,yes,1.0,private,5 - 10,37,42,32
21477,864,male,group C,associate's degree,free/reduced,none,married,sometimes,yes,3.0,private,< 5,20,31,20
21478,865,female,group B,high school,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,33,43,44
21479,866,female,group C,some college,free/reduced,none,married,never,no,3.0,school_bus,5 - 10,61,84,79
21481,869,male,group B,high school,free/reduced,none,married,never,yes,3.0,school_bus,5 - 10,52,49,45
21482,870,male,group E,high school,free/reduced,completed,married,sometimes,yes,4.0,private,5 - 10,78,71,65
21483,872,female,group C,some high school,free/reduced,none,married,sometimes,yes,4.0,private,< 5,65,88,77
21484,873,male,group B,some high school,free/reduced,none,married,never,yes,0.0,private,5 - 10,57,55,47
21485,874,male,group B,some college,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,51,35,34
21486,875,male,group A,high school,standard,none,single,regularly,yes,4.0,school_bus,5 - 10,49,38,39
21488,877,male,group D,bachelor's degree,standard,completed,single,sometimes,yes,1.0,private,< 5,77,80,81
21490,879,female,group C,associate's degree,standard,none,married,never,yes,1.0,private,< 5,62,82,65
21493,882,female,group C,associate's degree,standard,none,married,regularly,yes,0.0,private,> 10,35,57,53
21495,884,female,group D,high school,standard,none,divorced,sometimes,no,5.0,school_bus,5 - 10,71,77,77
21500,889,male,group A,some high school,free/reduced,completed,married,sometimes,yes,0.0,private,5 - 10,44,47,45
21501,890,male,group A,some college,standard,none,single,sometimes,no,1.0,private,> 10,69,66,59
21502,891,male,group B,high school,free/reduced,none,married,never,yes,2.0,school_bus,5 - 10,61,58,51
21504,893,male,group B,associate's degree,standard,completed,single,never,yes,6.0,school_bus,5 - 10,64,72,72
21505,894,female,group E,master's degree,free/reduced,none,married,regularly,yes,1.0,private,5 - 10,92,91,96
21507,896,male,group C,master's degree,standard,none,single,regularly,yes,2.0,school_bus,> 10,73,65,67
21509,898,female,group B,associate's degree,standard,completed,married,sometimes,yes,3.0,school_bus,5 - 10,93,100,100
21511,901,male,group A,some high school,standard,completed,married,sometimes,yes,2.0,school_bus,< 5,53,56,50
21512,902,female,group C,associate's degree,free/reduced,none,divorced,sometimes,yes,3.0,school_bus,> 10,44,55,56
21515,906,female,group A,associate's degree,standard,none,divorced,sometimes,no,7.0,school_bus,< 5,76,89,91
21516,907,male,group B,bachelor's degree,standard,completed,married,sometimes,yes,2.0,private,5 - 10,73,75,80
21518,910,male,group B,bachelor's degree,free/reduced,completed,married,regularly,no,3.0,school_bus,< 5,69,81,78
21520,912,female,group E,some high school,standard,completed,married,never,yes,4.0,school_bus,5 - 10,72,76,84
21521,913,female,group C,associate's degree,standard,none,married,regularly,yes,5.0,school_bus,5 - 10,88,98,96
21522,914,female,group C,associate's degree,standard,none,married,regularly,no,3.0,private,< 5,55,69,59
21523,915,male,group C,associate's degree,standard,none,married,sometimes,no,5.0,school_bus,5 - 10,77,66,70
21528,920,female,group D,bachelor's degree,standard,completed,married,sometimes,yes,2.0,private,< 5,75,94,91
21529,921,male,group B,some college,standard,none,single,sometimes,no,5.0,school_bus,< 5,60,61,50
21531,923,male,group A,some college,standard,none,married,sometimes,yes,2.0,private,< 5,55,52,48
21534,926,female,group C,associate's degree,standard,completed,married,regularly,yes,1.0,private,5 - 10,90,100,100
21535,927,female,group B,high school,standard,none,married,regularly,yes,0.0,private,5 - 10,44,54,53
21536,928,female,group D,some high school,free/reduced,none,married,regularly,yes,3.0,private,5 - 10,35,35,35
21539,931,male,group E,associate's degree,standard,completed,single,regularly,no,1.0,private,> 10,100,96,100
21540,933,female,group D,bachelor's degree,standard,completed,married,sometimes,no,2.0,private,5 - 10,80,86,93
21542,936,female,group A,some high school,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,46,58,53
21543,937,male,group C,some high school,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,50,60,51
21545,939,male,group C,associate's degree,standard,completed,single,sometimes,yes,5.0,private,> 10,61,63,62
21546,940,male,group C,bachelor's degree,free/reduced,completed,married,never,no,3.0,private,5 - 10,72,78,76
21547,941,male,group C,some college,standard,none,married,sometimes,yes,2.0,private,> 10,79,61,60
21548,942,female,group C,some high school,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,51,67,66
21549,943,female,group C,high school,free/reduced,none,married,regularly,yes,1.0,private,< 5,64,70,68
21550,944,male,group C,associate's degree,standard,completed,married,sometimes,yes,1.0,school_bus,< 5,68,70,69
21552,946,female,group C,high school,standard,completed,single,regularly,yes,4.0,school_bus,< 5,56,68,70
21555,949,male,group E,bachelor's degree,free/reduced,completed,married,regularly,yes,6.0,private,5 - 10,97,90,95
21556,950,female,group C,some high school,standard,none,single,regularly,no,1.0,private,> 10,21,35,31
21557,951,female,group C,some high school,standard,none,married,sometimes,yes,0.0,private,5 - 10,46,64,59
21558,952,male,group B,some college,standard,completed,married,regularly,no,2.0,private,5 - 10,100,88,89
21559,953,female,group E,high school,free/reduced,none,married,regularly,no,3.0,school_bus,5 - 10,65,80,78
21563,958,female,group B,some high school,standard,completed,single,sometimes,no,2.0,school_bus,5 - 10,56,71,69
21565,960,female,group C,associate's degree,standard,completed,married,sometimes,yes,1.0,private,5 - 10,65,67,69
21566,961,female,group A,master's degree,standard,completed,single,regularly,yes,3.0,private,< 5,56,65,74
21567,962,female,group D,high school,standard,none,married,sometimes,yes,1.0,school_bus,> 10,70,77,76
21568,963,female,group E,high school,standard,none,single,sometimes,no,1.0,private,5 - 10,55,58,56
21570,966,male,group C,some high school,standard,none,married,sometimes,yes,1.0,private,< 5,61,54,51
21571,967,female,group E,master's degree,standard,completed,married,sometimes,no,2.0,school_bus,< 5,64,82,82
21572,968,female,group C,associate's degree,standard,none,single,regularly,no,2.0,school_bus,5 - 10,73,70,78
21573,969,female,group B,some college,standard,completed,single,regularly,no,1.0,school_bus,5 - 10,74,80,80
21577,973,male,group C,associate's degree,free/reduced,completed,single,sometimes,yes,1.0,school_bus,< 5,76,68,68
21580,976,female,group B,some college,standard,completed,single,regularly,no,1.0,school_bus,5 - 10,63,64,71
21581,977,male,group D,associate's degree,standard,none,married,sometimes,yes,1.0,private,< 5,79,78,74
21583,980,female,group C,bachelor's degree,standard,completed,married,sometimes,yes,2.0,school_bus,< 5,84,82,94
21584,981,female,group A,some college,standard,none,single,sometimes,yes,2.0,school_bus,> 10,75,85,83
21585,982,female,group C,some high school,free/reduced,none,married,sometimes,yes,3.0,private,5 - 10,16,37,34
21586,983,female,group C,some high school,standard,none,divorced,sometimes,no,3.0,school_bus,< 5,69,82,78
21587,984,female,group B,some high school,standard,none,married,regularly,yes,3.0,private,5 - 10,46,51,52
21588,985,male,group D,some college,standard,none,single,sometimes,no,2.0,school_bus,5 - 10,79,75,70
21589,986,male,group C,some high school,standard,none,married,sometimes,yes,1.0,private,5 - 10,51,45,44
21591,988,female,group B,some high school,standard,none,married,never,yes,1.0,school_bus,5 - 10,69,66,65
21592,989,male,group B,bachelor's degree,standard,none,married,regularly,yes,0.0,private,5 - 10,73,71,70
21593,990,female,group B,some high school,standard,none,married,regularly,yes,0.0,school_bus,5 - 10,84,86,88
21598,995,female,group C,some college,free/reduced,completed,divorced,regularly,yes,2.0,school_bus,< 5,59,67,73
21599,996,male,group C,some high school,standard,none,married,sometimes,yes,1.0,private,> 10,56,50,54
21600,997,male,group A,high school,standard,none,divorced,sometimes,yes,3.0,school_bus,5 - 10,60,52,54
21601,998,female,group C,some college,standard,none,married,sometimes,yes,6.0,private,< 5,73,87,89
21603,0,female,group C,some college,free/reduced,none,single,sometimes,no,5.0,school_bus,5 - 10,44,62,59
21605,3,male,group C,some college,standard,completed,married,regularly,yes,2.0,private,5 - 10,75,81,79
21607,5,male,group B,bachelor's degree,free/reduced,completed,divorced,sometimes,yes,1.0,private,5 - 10,31,33,26
21609,8,male,group C,associate's degree,free/reduced,completed,single,sometimes,no,1.0,private,5 - 10,76,66,64
21611,11,male,group D,high school,standard,none,single,sometimes,no,1.0,school_bus,5 - 10,80,76,70
21612,13,male,group D,associate's degree,standard,none,married,sometimes,yes,2.0,private,5 - 10,80,67,66
21614,16,male,group B,master's degree,free/reduced,none,married,sometimes,yes,3.0,school_bus,> 10,58,52,53
21615,17,female,group B,some college,standard,none,single,sometimes,yes,1.0,private,> 10,51,60,63
21616,18,female,group B,bachelor's degree,standard,none,married,regularly,yes,1.0,private,< 5,59,64,62
21617,19,male,group C,high school,standard,none,divorced,sometimes,yes,0.0,private,> 10,80,79,84
21618,21,male,group D,associate's degree,standard,completed,divorced,sometimes,yes,3.0,private,< 5,67,73,70
21619,22,male,group D,some college,free/reduced,completed,single,regularly,no,7.0,school_bus,5 - 10,64,68,70
21621,24,female,group E,some college,standard,none,married,sometimes,no,4.0,school_bus,5 - 10,97,95,98
21623,26,male,group C,some high school,free/reduced,none,divorced,sometimes,yes,3.0,school_bus,5 - 10,53,41,39
21624,28,male,group D,some college,free/reduced,none,married,never,no,4.0,private,5 - 10,71,72,74
21625,29,female,group D,high school,standard,none,married,sometimes,no,1.0,school_bus,< 5,57,78,78
21627,32,male,group C,associate's degree,standard,completed,married,regularly,yes,0.0,private,< 5,85,82,84
21628,33,female,group C,some high school,free/reduced,none,married,regularly,yes,1.0,school_bus,< 5,51,71,72
21630,36,female,group C,some high school,standard,none,divorced,sometimes,yes,3.0,school_bus,5 - 10,45,60,60
21631,37,male,group E,associate's degree,standard,none,married,regularly,yes,4.0,school_bus,< 5,75,66,60
21633,39,male,group D,some high school,standard,none,divorced,regularly,no,4.0,school_bus,5 - 10,81,77,77
21635,41,female,group D,some high school,free/reduced,none,single,regularly,yes,1.0,school_bus,5 - 10,53,62,63
21640,46,male,group C,high school,free/reduced,none,married,regularly,yes,2.0,private,> 10,81,70,61
21641,47,male,group D,some college,standard,completed,divorced,regularly,yes,0.0,school_bus,5 - 10,98,82,86
21642,49,male,group E,some college,standard,none,married,sometimes,yes,4.0,school_bus,5 - 10,94,86,78
21644,51,male,group D,some high school,standard,none,single,sometimes,yes,0.0,private,5 - 10,78,71,68
21647,55,female,group D,some college,standard,none,married,regularly,no,1.0,school_bus,5 - 10,81,79,84
21648,56,male,group C,associate's degree,free/reduced,completed,married,regularly,yes,5.0,school_bus,< 5,59,62,64
21650,58,female,group C,bachelor's degree,standard,none,married,never,yes,4.0,school_bus,< 5,72,81,78
21652,60,male,group E,some high school,standard,completed,married,regularly,yes,3.0,private,> 10,90,69,77
21654,62,female,group C,some college,standard,none,single,never,yes,1.0,school_bus,< 5,60,69,63
21655,63,male,group E,associate's degree,standard,none,married,sometimes,yes,1.0,school_bus,< 5,62,55,45
21656,64,male,group D,associate's degree,standard,none,single,regularly,yes,2.0,private,> 10,68,58,54
21659,67,female,group C,some college,free/reduced,none,married,regularly,yes,2.0,school_bus,> 10,50,59,64
21660,68,male,group B,master's degree,standard,completed,married,regularly,yes,4.0,private,5 - 10,84,76,77
21661,69,male,group C,some college,standard,completed,married,regularly,no,2.0,private,< 5,69,74,75
21663,71,female,group C,some college,standard,completed,married,regularly,no,1.0,private,5 - 10,71,89,92
21664,72,female,group B,some college,standard,completed,married,sometimes,yes,3.0,private,5 - 10,63,65,69
21667,75,female,group B,master's degree,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,77,83,81
21670,78,female,group C,associate's degree,free/reduced,completed,single,sometimes,no,1.0,school_bus,> 10,69,80,79
21675,84,male,group A,high school,standard,completed,single,sometimes,yes,2.0,school_bus,5 - 10,73,70,65
21678,87,female,group C,some high school,standard,none,single,sometimes,yes,1.0,private,< 5,56,60,54
21681,90,female,group D,some high school,standard,none,divorced,regularly,yes,1.0,private,5 - 10,32,52,45
21682,91,male,group C,high school,standard,none,single,sometimes,yes,5.0,school_bus,5 - 10,68,58,55
21684,94,male,group B,some high school,standard,completed,married,never,no,4.0,private,< 5,84,88,85
21687,97,female,group C,master's degree,free/reduced,completed,divorced,regularly,yes,3.0,private,5 - 10,86,93,95
21689,99,male,group D,associate's degree,standard,none,married,sometimes,yes,3.0,school_bus,> 10,54,46,52
21690,100,male,group C,bachelor's degree,standard,completed,married,regularly,no,2.0,private,5 - 10,93,82,87
21691,101,male,group B,high school,standard,none,married,sometimes,no,1.0,school_bus,< 5,64,58,56
21692,102,male,group D,some college,standard,completed,single,sometimes,no,2.0,private,5 - 10,77,77,72
21694,104,female,group C,associate's degree,free/reduced,none,single,regularly,no,3.0,school_bus,5 - 10,65,65,67
21695,105,male,group B,master's degree,standard,none,single,sometimes,no,1.0,school_bus,< 5,85,78,78
21697,107,male,group D,associate's degree,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,76,78,71
21703,113,female,group D,associate's degree,standard,completed,married,regularly,yes,2.0,school_bus,5 - 10,86,81,89
21704,114,female,group A,high school,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,49,55,49
21705,115,female,group C,some high school,standard,none,single,sometimes,yes,0.0,private,5 - 10,63,60,61
21706,116,male,group C,some college,standard,completed,married,regularly,yes,3.0,private,> 10,86,90,84
21707,117,male,group C,associate's degree,free/reduced,completed,single,regularly,yes,2.0,school_bus,5 - 10,60,71,66
21713,123,female,group D,some college,free/reduced,none,married,sometimes,no,2.0,private,5 - 10,81,85,88
21714,125,male,group C,some high school,standard,completed,married,regularly,no,3.0,school_bus,5 - 10,71,62,65
21716,127,female,group D,some high school,free/reduced,none,divorced,sometimes,no,3.0,school_bus,5 - 10,71,74,70
21717,128,female,group C,some college,standard,none,married,sometimes,yes,2.0,school_bus,> 10,65,75,66
21720,131,female,group C,some college,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,57,66,66
21722,133,female,group C,associate's degree,standard,none,married,never,yes,5.0,school_bus,5 - 10,72,80,78
21727,138,male,group C,associate's degree,free/reduced,none,married,regularly,yes,2.0,private,5 - 10,50,56,51
21731,142,female,group E,some college,standard,completed,married,regularly,yes,4.0,private,5 - 10,89,91,97
21732,143,female,group C,some college,free/reduced,none,divorced,regularly,yes,2.0,school_bus,> 10,32,57,59
21733,144,male,group C,some college,free/reduced,none,married,sometimes,no,2.0,school_bus,> 10,63,64,56
21734,145,female,group E,some college,standard,none,single,regularly,no,2.0,private,< 5,73,70,69
21738,149,female,group C,high school,free/reduced,none,married,regularly,yes,0.0,private,5 - 10,74,90,87
21740,151,female,group D,some high school,standard,none,married,sometimes,yes,2.0,school_bus,> 10,70,78,76
21741,152,male,group D,high school,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,54,57,57
21743,154,female,group C,associate's degree,standard,none,married,sometimes,yes,5.0,school_bus,5 - 10,94,93,87
21744,155,male,group E,bachelor's degree,standard,completed,married,sometimes,yes,1.0,school_bus,< 5,97,97,98
21745,156,female,group B,bachelor's degree,standard,completed,single,sometimes,yes,3.0,school_bus,5 - 10,77,90,94
21746,157,male,group B,associate's degree,standard,completed,single,regularly,no,3.0,school_bus,> 10,85,80,79
21747,158,male,group C,some college,standard,none,married,regularly,yes,3.0,private,5 - 10,86,80,89
21748,159,female,group B,high school,free/reduced,completed,married,regularly,yes,7.0,school_bus,5 - 10,59,61,65
21749,160,female,group C,some college,free/reduced,none,married,sometimes,yes,0.0,private,> 10,42,54,49
21750,161,male,group D,some college,standard,none,divorced,never,no,1.0,school_bus,5 - 10,44,40,34
21751,162,female,group C,some college,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,57,64,68
21752,163,male,group E,master's degree,standard,none,married,regularly,yes,3.0,school_bus,5 - 10,100,95,94
21753,164,female,group D,high school,free/reduced,none,married,sometimes,yes,4.0,private,5 - 10,40,52,56
21754,165,male,group C,some high school,free/reduced,completed,married,regularly,no,1.0,private,> 10,76,73,80
21758,169,male,group B,bachelor's degree,standard,none,married,sometimes,yes,5.0,school_bus,5 - 10,89,94,82
21759,171,male,group B,some college,free/reduced,none,married,regularly,yes,1.0,private,5 - 10,63,72,70
21760,172,female,group C,some high school,standard,none,divorced,regularly,no,3.0,private,5 - 10,61,75,71
21762,174,female,group B,associate's degree,free/reduced,none,married,never,yes,1.0,school_bus,< 5,33,51,50
21763,175,female,group D,high school,standard,none,divorced,sometimes,yes,1.0,private,5 - 10,76,86,90
21764,176,female,group D,some college,standard,none,married,regularly,no,1.0,school_bus,< 5,65,72,72
21765,177,female,group B,some high school,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,63,73,69
21768,180,male,group C,some high school,standard,none,divorced,sometimes,yes,4.0,school_bus,5 - 10,76,67,64
21769,181,male,group C,high school,standard,none,married,regularly,no,4.0,school_bus,5 - 10,61,58,51
21770,182,female,group C,associate's degree,standard,completed,divorced,sometimes,no,4.0,private,> 10,77,82,85
21771,183,female,group B,high school,free/reduced,none,married,never,yes,1.0,school_bus,< 5,25,42,42
21773,185,female,group C,some college,standard,completed,single,regularly,yes,0.0,private,5 - 10,67,78,73
21774,186,male,group C,associate's degree,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,47,58,46
21777,189,male,group A,high school,standard,completed,married,regularly,yes,2.0,school_bus,5 - 10,70,69,69
21778,190,male,group D,associate's degree,free/reduced,completed,widowed,regularly,no,1.0,private,> 10,59,67,70
21779,191,male,group A,bachelor's degree,free/reduced,completed,single,sometimes,no,2.0,private,5 - 10,82,82,79
21781,193,female,group C,some college,free/reduced,completed,married,sometimes,yes,3.0,private,< 5,67,85,85
21782,194,male,group B,high school,free/reduced,none,divorced,regularly,no,1.0,private,5 - 10,37,35,35
21787,200,female,group C,bachelor's degree,standard,none,single,sometimes,yes,0.0,school_bus,< 5,89,88,97
21789,202,male,group C,some college,standard,none,married,sometimes,no,3.0,private,> 10,66,70,66
21790,203,male,group D,some college,free/reduced,none,single,sometimes,yes,2.0,private,5 - 10,64,68,66
21793,208,female,group D,some college,standard,none,divorced,sometimes,no,2.0,private,5 - 10,59,64,71
21795,210,male,group C,associate's degree,standard,none,married,regularly,yes,4.0,private,> 10,92,83,87
21796,211,female,group E,associate's degree,free/reduced,completed,single,sometimes,yes,3.0,private,< 5,72,66,71
21798,213,female,group D,high school,standard,none,married,sometimes,yes,0.0,school_bus,> 10,62,66,64
21800,215,male,group E,some college,standard,none,married,sometimes,yes,2.0,private,5 - 10,88,77,75
21801,216,male,group C,high school,standard,none,married,sometimes,yes,2.0,school_bus,< 5,82,76,72
21806,222,male,group B,some college,standard,completed,divorced,regularly,no,1.0,school_bus,< 5,48,33,45
21807,223,male,group E,associate's degree,standard,completed,married,sometimes,no,5.0,private,5 - 10,95,78,83
21809,225,male,group C,high school,standard,completed,married,sometimes,yes,1.0,private,< 5,85,81,87
21810,226,male,group B,associate's degree,free/reduced,none,single,sometimes,no,2.0,school_bus,5 - 10,64,59,50
21811,229,female,group A,high school,standard,completed,divorced,regularly,no,3.0,private,5 - 10,67,84,80
21812,230,male,group D,high school,standard,completed,married,sometimes,no,2.0,private,< 5,70,68,67
21813,232,female,group B,some college,standard,none,divorced,regularly,yes,5.0,private,5 - 10,55,73,71
21814,233,male,group B,some college,standard,completed,divorced,regularly,yes,1.0,private,5 - 10,95,83,89
21817,237,male,group B,associate's degree,standard,none,single,regularly,yes,0.0,school_bus,< 5,57,53,44
21820,240,female,group E,some college,free/reduced,none,single,regularly,yes,2.0,school_bus,5 - 10,72,79,69
21821,241,male,group E,high school,standard,completed,married,sometimes,yes,1.0,school_bus,5 - 10,66,64,56
21822,242,female,group E,bachelor's degree,free/reduced,none,married,sometimes,yes,0.0,private,< 5,87,91,89
21825,246,male,group E,some high school,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,59,58,53
21826,247,female,group B,associate's degree,standard,completed,single,sometimes,no,1.0,private,5 - 10,79,87,87
21828,249,female,group D,some high school,standard,completed,single,sometimes,no,1.0,school_bus,5 - 10,77,74,74
21831,252,male,group A,associate's degree,standard,none,married,regularly,yes,3.0,private,> 10,39,36,36
21832,253,female,group C,associate's degree,free/reduced,completed,married,sometimes,yes,0.0,school_bus,5 - 10,63,88,85
21833,254,male,group C,some high school,standard,completed,single,regularly,no,4.0,school_bus,> 10,63,56,59
21835,256,male,group D,master's degree,free/reduced,none,married,sometimes,yes,2.0,private,< 5,59,57,50
21836,257,female,group C,master's degree,standard,none,married,sometimes,yes,1.0,school_bus,< 5,63,66,64
21838,259,female,group D,bachelor's degree,standard,none,married,sometimes,yes,2.0,school_bus,< 5,67,72,64
21839,260,female,group B,some high school,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,55,63,58
21844,266,male,group E,some college,standard,none,married,never,yes,3.0,private,5 - 10,97,98,87
21845,267,female,group D,some high school,standard,completed,single,sometimes,yes,3.0,school_bus,< 5,64,60,67
21846,268,male,group C,associate's degree,standard,completed,single,sometimes,yes,4.0,private,5 - 10,74,68,69
21847,269,female,group C,some college,free/reduced,none,married,regularly,yes,0.0,private,5 - 10,77,87,85
21848,270,male,group D,some college,standard,none,married,sometimes,yes,4.0,school_bus,5 - 10,90,85,81
21849,271,female,group D,bachelor's degree,free/reduced,none,single,regularly,yes,2.0,school_bus,5 - 10,73,84,83
21851,273,female,group C,bachelor's degree,free/reduced,none,married,sometimes,no,1.0,private,5 - 10,43,52,49
21852,274,female,group D,some college,standard,completed,divorced,regularly,yes,2.0,school_bus,> 10,54,71,74
21855,277,female,group C,some college,free/reduced,none,married,sometimes,no,1.0,school_bus,< 5,54,60,60
21856,278,male,group C,some high school,free/reduced,none,divorced,sometimes,yes,0.0,private,5 - 10,48,58,55
21857,279,male,group D,some high school,free/reduced,none,married,never,no,3.0,school_bus,< 5,50,53,47
21858,280,female,group C,some college,standard,none,married,sometimes,no,4.0,private,5 - 10,70,77,73
21860,282,male,group E,high school,free/reduced,completed,married,regularly,yes,3.0,private,< 5,69,69,56
21861,283,female,group B,some high school,standard,completed,married,regularly,no,3.0,private,< 5,70,87,87
21862,284,male,group E,bachelor's degree,standard,none,divorced,regularly,no,2.0,school_bus,< 5,90,89,83
21865,287,male,group B,high school,free/reduced,none,single,regularly,yes,4.0,school_bus,5 - 10,50,48,36
21866,288,male,group A,bachelor's degree,free/reduced,none,single,regularly,yes,3.0,school_bus,< 5,85,83,75
21867,289,female,group C,associate's degree,free/reduced,completed,married,sometimes,no,1.0,school_bus,5 - 10,62,80,82
21869,291,male,group D,master's degree,free/reduced,none,married,never,yes,0.0,private,5 - 10,66,69,70
21870,292,male,group C,master's degree,free/reduced,none,married,sometimes,yes,0.0,school_bus,> 10,64,70,66
21871,293,female,group C,associate's degree,standard,none,single,regularly,yes,3.0,private,5 - 10,56,71,67
21872,294,female,group B,bachelor's degree,free/reduced,none,single,sometimes,no,3.0,school_bus,5 - 10,38,48,50
21875,297,female,group D,high school,standard,none,married,sometimes,yes,3.0,private,5 - 10,82,89,86
21876,298,male,group B,some college,free/reduced,completed,divorced,sometimes,no,4.0,private,< 5,42,44,42
